conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.88e+18,Sat Jan 25 13:28:11 +0000 2025,2,Hi unblock imei open guys unblock 3 bulan regist bea cukai ready langsung chat ke WA ya #zonauangá á á  https://t.co/MpAxPvtZA1,1.88e+18,https://pbs.twimg.com/media/GiJGP8lbUAABavZ.jpg,,in,,0,4,1,https://x.com/undefined/status/1883144840332157120,1907033826.0,
1.88e+18,Tue Jan 28 02:42:00 +0000 2025,0,Tolong jangan judge saya. Tolong solusi dan masukkannya. Saya dapat kirim paket dari LN yang dimana harus melewati bea cukai saya harus membayarnya dan bea cukai menemukan sejumlah uang di dalam paket tersebut. Sedangkan saya tidak mengetahuinya https://t.co/SHFALOab2C,1.88e+18,https://pbs.twimg.com/media/GiWPHxaaYAAwopl.jpg,,in,,0,0,0,https://x.com/undefined/status/1884069385448612038,1.88e+18,
1.88e+18,Sat Jan 25 15:05:36 +0000 2025,13,sorry ti iv unrelated tapi beneran cape kayagini terus solusinya gimana? masalah bea cukai ini dari tahun kapan ajg tapi pemerintah ngambil keuntungan mulu dari ini. harus gmn lg kontolll gw udah siap tiap rumah pemerintah dan gedung dpr dijatuhi meteor,1.88e+18,,,in,,0,0,1,https://x.com/undefined/status/1883169354537472205,2935693130.0,
1.88e+18,Sun Jan 26 08:10:42 +0000 2025,1,Rakyat pulang dr luar negeri ngeluh bea cukai curiga berlebihan sm bawaan mereka? Rakyat mau minta surat dokter buat izin sakit kok sulit amat? Aturan ketat njelimet dan penjahat sampai terbukti sebaliknya ini ya karena ada oknum sok pintar yg abuse celah dlm aturan ,1.88e+18,,,in,,0,0,0,https://x.com/undefined/status/1883427330619826203,164630604.0,
1.88e+18,Sun Jan 26 08:15:00 +0000 2025,1,Nonton film Customs Frontline (2024) subtitle Indonesia bercerita tentang petugas bea cukai Hong Kong menemukan senjata ilegal di sebuah kapal kargo dan melacaknya hingga ke konflik internasional https://t.co/jbZ8Sgs3mL https://t.co/0xjIEPkJfV,1.88e+18,https://pbs.twimg.com/media/Gh5LDaqbAAAjzQD.jpg,,in,,0,0,0,https://x.com/undefined/status/1883428411147952556,3434416694.0,
1.88e+18,Wed Jan 29 06:59:47 +0000 2025,0,Dulu gue juga sama. Dapet kiriman dari Denmark Jam Tangan. Kalo di bilang mahal mahal banget bagi gue pribadi. Sampe indo di hubungin orang Bea Cukai disuruh bayar Â±3jt. Awalnya gamau nebus. Tapi sadar karena ada kontrak yang harus gue kelarin mau gamau ya gue tebus.,1.88e+18,,,in,,0,0,0,https://x.com/undefined/status/1884496647553704209,272909457.0,
1.88e+18,Sun Jan 19 01:40:38 +0000 2025,306,Dito ako sa Bea's Photography kbyeeee https://t.co/MqElYGShKN,1.88e+18,https://pbs.twimg.com/media/GhnqwYPagAAmCUX.jpg,,tl,,5,0,40,https://x.com/undefined/status/1880792451377737976,1.72e+18,
1.88e+18,Fri Jan 24 09:00:22 +0000 2025,1,Sekarang bayar penerimaan negara jadi makin praktis! Mulai dari pajak online bea cukai paspor hingga e-tilang semua bisa kamu selesaikan dengan mudah di Alfamart tanpa ribetâ£ â£ Yuk buruan manfaatkan kemudahan ini di Alfamart!â£ https://t.co/NVakI6rEnN,1.88e+18,https://pbs.twimg.com/media/GiC_StAbEAAdF5F.jpg,,in,,0,0,0,https://x.com/undefined/status/1882715052891128241,103806878.0,
1.88e+18,Wed Jan 29 02:19:21 +0000 2025,2,Xin Nian Kuai Le Gong Xi Fa Cai Selamat Tahun Baru Imlek 2025 semoga kesejahteraan kemakmuran senantiasa mengaruniai sepanjang tahun! #beacukaipriok #beacukaimakinbaik #Imlek2025 https://t.co/K9AKtn3TQd,1.88e+18,https://pbs.twimg.com/media/GibThw_aYAAGkVP.jpg,,in,,0,0,0,https://x.com/undefined/status/1884426075234570469,531084384.0,
1.88e+18,Wed Jan 29 12:20:48 +0000 2025,2,Hi unblock imei open guys unblock 3 bulan regist bea cukai ready langsung chat ke WA ya #zonauangá á á  https://t.co/6Th12AxdrM,1.88e+18,https://pbs.twimg.com/media/GiddL6MbAAAJgbJ.jpg,,in,,0,8,1,https://x.com/undefined/status/1884577435146191140,1907033826.0,
1.88e+18,Thu Jan 23 02:13:27 +0000 2025,7,â¼ï¸ PENGUMUMAN â¼ï¸ Dear Customer RED LINE di area cargo masih berlanjut hingga saat ini dan kemungkinan sampai Februari 2025. Jadi beberapa kloter pengiriman barang yang sudah dikirim dari Desember saat ini masih dalam proses antri pemeriksaan Bea &amp; Cukai. Waktu pengecekan pun https://t.co/kB1FbtJ8w4,1.88e+18,https://pbs.twimg.com/media/Gh8YogUbsAEbiM-.jpg,,in,,1,0,1,https://x.com/undefined/status/1882250262053822603,1.13e+18,
1.88e+18,Tue Jan 07 17:00:02 +0000 2025,400,Some things are better in pairs... like my outfit and this vibe! #Chudai https://t.co/IwM4ENI3j2,1.88e+18,https://pbs.twimg.com/media/Ggs3Y6UWgAAT_75.jpg,,en,,1,31,23,https://x.com/undefined/status/1876675171240870080,1.2e+18,
1.88e+18,Thu Jan 23 13:09:57 +0000 2025,4,Bea Cukai @beacukai_batam gagalkan upaya penyelundupan narkotika dalam dua koper calon penumpang pesawat di Bandara Internasional Hang Nadim Jumat 10 Januari 2025. Dalam penindakan tersebut Bea Cukai Batam mengamankan dua orang tersangka beserta barang bukti berupa 3.195 gram https://t.co/4dfCGpPWtZ,1.88e+18,https://pbs.twimg.com/media/Gh-u5avagAAr5YO.jpg,,in,,0,17,3,https://x.com/undefined/status/1882415474090332489,2940183750.0,
1.88e+18,Wed Jan 29 14:02:53 +0000 2025,1,Kaleidoskop Bea Cukai Tanjung Priok 2024 Hallo Kawan Prima! Tahun 2024 telah terlewati berbagai kegiatan pengawasan dan pelayanan telah dilakukan oleh #beacukaipriok untuk melaksanakan tugas dan fungsi Bea Cukai. Berikut recap capaian #beacukaipriok di Tahun 2024! https://t.co/4vN6JB7ADO,1.88e+18,https://pbs.twimg.com/ext_tw_video_thumb/1884603059143356416/pu/img/petDmMVrRkVNvXSe.jpg,,in,,0,1,0,https://x.com/undefined/status/1884603123798618385,531084384.0,
1.88e+18,Fri Jan 24 03:32:54 +0000 2025,0,Bea Cukai Batam terus bersinergi dalam memberantas narkoba bersama Polda Kepri dan Instansi terkait lainnya sebagai wujud komitmen bersama dalam menegakkan hukum di wilayah kota Batam. https://t.co/s6eYNjGSui,1.88e+18,https://pbs.twimg.com/media/GiB0JYLbMAAurxX.jpg,,in,,0,0,0,https://x.com/undefined/status/1882632642618925214,262948949.0,
1.88e+18,Thu Jan 23 05:06:34 +0000 2025,0,transparan kepada stakeholder Bea Cukai Tangerang. Terima kasih atas antusiasme dan partisipasi semua pihak yang telah hadir. Bersama mari kita wujudkan pelayanan yang lebih baik dan inovatif! #BeaCukaiTangerang #SijaggerReborn #Sosialisasi #Kemenkeuri #beacukaimakinbaik https://t.co/gAKkNkWOR1,1.88e+18,https://pbs.twimg.com/media/Gh9AQpGbYAARQi_.jpg,bctangerang,in,,0,0,0,https://x.com/undefined/status/1882293828788629853,329526270.0,
1.88e+18,Thu Jan 23 11:31:17 +0000 2025,0,Diharapkan dengan adanya PKP ini seluruh jajaran Bea Cukai Tangerang dapat memahami cara mengidentikasi pita cukai yang asli. Pengetahuan mengenai pita cukai dapat mempermudah pengawasan khususnya di bidang cukai dan https://t.co/4jrPtEuxeK,1.88e+18,https://pbs.twimg.com/media/Gh-YT5Ka0AAK_gd.jpg,bctangerang,in,,0,1,0,https://x.com/undefined/status/1882390645391892737,329526270.0,
1.88e+18,Thu Jan 23 11:30:38 +0000 2025,0,Acara ini dihadiri oleh pejabat dan pegawai Bea Cukai Tangerang. Acara ini dibuka dengan pemaparan materi dari Bapak Indra Kurniawan mengenai tema baru fitur-fitur pengaman yang membedakan pita cukai yang asli atau palsu dan juga teknik untuk mengidentifikasi keasliannya. https://t.co/xuwROpbhM7,1.88e+18,https://pbs.twimg.com/media/Gh-YJ0MbYAELsSW.jpg,bctangerang,in,,0,1,0,https://x.com/undefined/status/1882390482065711579,329526270.0,
1.88e+18,Fri Jan 24 04:01:14 +0000 2025,0,Kamis (23/01) Bea Cukai Batam melaksanakan Rapat Koordinasi Pimpinan bersama DPRD Komisi II Prov. Kepri. Yuk kita lihat postingan berikut https://t.co/kzli41BF7x,1.88e+18,https://pbs.twimg.com/media/GiB65PCagAEVkfK.jpg,,in,,0,0,0,https://x.com/undefined/status/1882639774969999565,262948949.0,
1.88e+18,Thu Jan 23 13:07:59 +0000 2025,4,Dalam upaya mempererat hubungan dan meningkatkan sinergi dengan pengguna jasa Bea Cukai @beacukaibekasi gelar dua kegiatan penting yang melibatkan para pelaku usaha penerima fasilitas kepabeanan yaitu pertemuan dengan perusahaan penerima fasilitas Authorized Economic Operator https://t.co/E8C6N9aGxe,1.88e+18,https://pbs.twimg.com/media/Gh-uZD_bwAATBg2.jpg,,in,,0,2,2,https://x.com/undefined/status/1882414980781527146,2940183750.0,
1.88e+18,Fri Jan 24 08:09:54 +0000 2025,0,Bea Cukai Malang Lepas Keberangkatan Ekspor Wood Pellet ke Korea Selatan https://t.co/tEwqWnwn8o,1.88e+18,https://pbs.twimg.com/media/GiCzzPqb0AAM3US.jpg,,in,,0,1,0,https://x.com/undefined/status/1882702351141872041,2473262706.0,
1.88e+18,Tue Jan 28 11:45:09 +0000 2025,1341,6. Bubarin bea cukai. Ganti pake vendor swasta. Dulu kita pernah pake swasta juga.,1.88e+18,,mhuseinali,in,,58,5,96,https://x.com/undefined/status/1884206074192093476,177760518.0,
1.88e+18,Fri Jan 24 03:28:02 +0000 2025,1,Kamis (23/01) Bea Cukai Batam melaksanakan Apel Khusus dalam rangka memperingati Hari Pabean Internasional yang diperingati setiap tanggal 26 Januari. Yuk kita lihat postingan berikut https://t.co/OkmL4gCDtp,1.88e+18,https://pbs.twimg.com/media/GiBzS7CbkAAROoC.jpg,,in,,0,0,0,https://x.com/undefined/status/1882631420591697995,262948949.0,
1.88e+18,Sun Jan 26 04:30:25 +0000 2025,1,Kata akun karyawan Bea Cukai,1.88e+18,,,in,,0,0,0,https://x.com/undefined/status/1883371894059237786,1.19e+18,
1.88e+18,Fri Jan 24 08:43:15 +0000 2025,0,Terus Dukung UMKM Bea Cukai Malang Kembali Fasilitasi Pertemuan Buyer dan Pelaku UMKM https://t.co/GdjenxtK5Y,1.88e+18,https://pbs.twimg.com/media/GiC7a_YaAAAXB4W.jpg,,in,,0,1,0,https://x.com/undefined/status/1882710743872831610,2473262706.0,
1.88e+18,Tue Jan 28 13:15:16 +0000 2025,0,jangan lupa abis dikasih helm dicek bea cukai dulu manatau kena denda bayar..,1.88e+18,,,in,,0,0,1,https://x.com/undefined/status/1884228751992709630,1.48e+18,
1.88e+18,Sun Jan 26 23:40:48 +0000 2025,0,Percayalah ini sudah di agendakan para penggiat bangsa @DivHumas_Polri Masyarakat RI Ramai Pindah ke Rokok Murah Ini Respons Bea Cukai https://t.co/nDWB5AqiMq,1.88e+18,,,in,,0,0,0,https://x.com/undefined/status/1883661396292034761,1.83e+18,
1.88e+18,Wed Jan 29 06:31:25 +0000 2025,1,wts - iphone 16 black / 128GB - bea cukai imei udah clear semua (ada suratnya) - bisa cod jakpus/jaksel harga dm ajaaa &lt;33 lesgo!! https://t.co/UaQrc8Aj91,1.88e+18,https://pbs.twimg.com/media/GicNN3SbUAA2bBC.jpg,,in,,0,3,1,https://x.com/undefined/status/1884489509414527457,1.82e+18,
1.88e+18,Tue Jan 21 09:26:44 +0000 2025,0,Bea Cukai Bekasi menyelenggarakan kegiatan Coffee Morning di Aula Kantor Bea Cukai Bekasi. Yuk cek keseruannya! https://t.co/jKgitwrofX,1.88e+18,https://pbs.twimg.com/media/Ghzom9oagAAc1A5.jpg,,in,,0,1,0,https://x.com/undefined/status/1881634524544864660,1.22e+18,
1.88e+18,Sat Jan 25 05:09:18 +0000 2025,2,Hi unblock imei open guys unblock 3 bulan regist bea cukai ready langsung chat ke WA ya #zonauangá á á  https://t.co/a8XbOTyNlg,1.88e+18,https://pbs.twimg.com/media/GiHUD4Ra4AA8rxO.jpg,,in,,0,8,0,https://x.com/undefined/status/1883019289751597343,1907033826.0,
1.88e+18,Thu Jan 23 02:13:00 +0000 2025,12,â¼ï¸ PENGUMUMAN â¼ï¸ Demi kelancaran perjalanan dan pemeriksaan di Bea &amp; Cukai sebagian pengiriman dari Jepang akan ada penundaan sampai dengan awal Februari 2025. Terima kasih https://t.co/C8SGSCLCVE,1.88e+18,https://pbs.twimg.com/media/Gh8YadPaQAA90T4.jpg,,in,,0,0,2,https://x.com/undefined/status/1882250149084434916,1.13e+18,
1.88e+18,Fri Jan 24 07:59:52 +0000 2025,0,Hari Pabean Internasional 2025 Customs Delivering on its Commitment to efficiency security and prosperity #BCPerakPAHLAWAN Pantang Menyerah dalam Pelayanan dan Pengawasan #BCPerakBeraksi #bcperak #beacukaimakinbaik https://t.co/nZzRVxF3xW,1.88e+18,https://pbs.twimg.com/ext_tw_video_thumb/1882699429469425664/pu/img/34YnrC5R1CsN6CwF.jpg,,in,,0,0,0,https://x.com/undefined/status/1882699825810194892,60547524.0,
1.88e+18,Sat Jan 25 07:21:55 +0000 2025,0,Halo Tuan dan Puan Berikut Hang Bece sampaikan Informasi Pelayanan selama Libur Nasional dan Cuti Bersama Isra Miraj Nabi Muhammad SAW 1446 H dan Tahun Baru Imlek 2576 Kongzili https://t.co/f3hIM0kACn,1.88e+18,https://pbs.twimg.com/media/GiHya1_bsAApkGm.jpg,,in,,0,0,0,https://x.com/undefined/status/1883052667305603198,262948949.0,
1.88e+18,Thu Jan 23 05:04:51 +0000 2025,0,Acara ini dihadiri oleh para pengguna jasa di bawah pengawasan Bea Cukai Tangerang yang dibagi menjadi 2 sesi. Sesi pertama diikuti oleh para pengusaha TPB (Tempat Penimbunan Berikat) dibawah pengawasan Bea Cukai Tangerang. Selanjutnya sesi dua diikuti oleh Pengusaha BKC https://t.co/SZl7UTkiTJ,1.88e+18,https://pbs.twimg.com/media/Gh8_2n_a4AAl_A-.jpg,bctangerang,in,,0,1,0,https://x.com/undefined/status/1882293395202408504,329526270.0,
1.88e+18,Tue Jan 21 12:28:17 +0000 2025,0,Selasa 21 Januari 2025 Bea Cukai Batam sukses melaksanakan kegiatan perdana Coffee Morning Excellence Parters In Customs 100 bersama perwakilan dari 100 Perusahaan di lingkungan Batam &amp; Kepulauan Riau. Yuk kita lihat postingan berikut https://t.co/evhv4BaycF,1.88e+18,https://pbs.twimg.com/media/Gh0SLM_aUAASryd.jpg,,in,,0,0,0,https://x.com/undefined/status/1881680212704026666,262948949.0,
1.88e+18,Wed Jan 29 00:09:46 +0000 2025,0,Selamat Tahun Baru Imlek 2025 Jadikan Tahun Baru ini lebih bermakna dengan tindakan dan harapan yang baik GÅng xÇ fÄ cÃ¡i! #AntiKorupsi #AntiGratifikasi #BeaCukaiMakinBaik #KemenkeuTepercaya https://t.co/uygdbi1yOp,1.88e+18,https://pbs.twimg.com/media/Gia13KfaYAMVlN1.jpg,,in,,0,0,0,https://x.com/undefined/status/1884393462998630418,8.11e+17,
1.88e+18,Sun Jan 26 09:28:06 +0000 2025,0,kata karyawan bea cukai:,1.88e+18,,,in,,0,0,0,https://x.com/undefined/status/1883446806824280215,555795671.0,
1.88e+18,Sun Jan 26 10:58:13 +0000 2025,0,wts | wtb Iphone 12 mini black 64gb health baterai 100% Box + kabel charger face id &amp; true tone On wifi only (gabisa pake sim) cod bekasi/oren price 3 3 yukk net tag. wtb jual iphone 11 xr xs 13 pro max bea cukai pro #zonajajan #zonabu #zonauang #zonaba,1.88e+18,,,in,,0,0,0,https://x.com/undefined/status/1883469487867072523,1.24e+18,
1.88e+18,Sun Jan 26 00:25:07 +0000 2025,7, kalau beli ip di renan store yang second mending ambil all provider / bea cukai ya?,1.88e+18,,,in,,0,8,2,https://x.com/undefined/status/1883310161831268663,1371650588.0,
1.88e+18,Thu Jan 23 10:30:10 +0000 2025,0,Bea Cukai Bogor melaksanakan Apel dalam rangka memperingati Hari Pabean Internasional Tahun 2025 yang bertemakan Customs Delivering on its Commitment to Efficiency Security and Prosperity. #BeaCukai #BeaCukaiBogor #BeaCukaiMakinBaik #BeaCukaiBogorKasohor #MELAJUuntukBERSEHATI https://t.co/Gyqwa8k1hF,1.88e+18,https://pbs.twimg.com/amplify_video_thumb/1882375187095552000/img/UiFH5LcasdxvBgym.jpg,,in,,0,0,0,https://x.com/undefined/status/1882375266174910922,544990230.0,
1.88e+18,Thu Jan 23 09:49:17 +0000 2025,1,Memperingati Hari Pabean Internasional atau dikenal dengan International Customs Day (ICD) setiap tanggal 26 Januari Bea Cukai Bekasi selenggarakan apel khusus. https://t.co/mM4QxGLT8u,1.88e+18,https://pbs.twimg.com/media/Gh-A9ofawAARQHW.jpg,,in,,0,1,0,https://x.com/undefined/status/1882364976528310369,1.22e+18,
1.88e+18,Sun Jan 26 13:26:22 +0000 2025,5,Note tambahan: Petugas bea cukai di Soekarno-Hatta pun komentar lebih hemat beli iPhone di Jepang daripada di Singapura karena kurs Â¥ dan SGD yang berpengaruh ke total pajak bea cukai yang harus kita bayarkan ,1.88e+18,,catwomanizer,in,,0,0,2,https://x.com/undefined/status/1883506768388710455,36671180.0,
1.88e+18,Fri Jan 24 05:13:46 +0000 2025,2,Emg bea cukai tu ganggu aja kesenengan orang.,1.88e+18,,,in,,0,0,0,https://x.com/undefined/status/1882658027721113861,8.33e+17,
1.88e+18,Wed Jan 29 05:11:05 +0000 2025,1,Bea Cukai swasta? PPJK itumah namanya kocak ,1.88e+18,,,in,,0,0,1,https://x.com/undefined/status/1884469290348470554,894843012.0,
1.88e+18,Thu Jan 23 23:05:05 +0000 2025,0,Bea Cukai Surakarta Ungkap Modus Peredaran Rokok Ilegal Makin Canggih - https://t.co/CyeXqnYPjS https://t.co/hRVy6YruPD,1.88e+18,https://pbs.twimg.com/media/GiA3HX_aoAAmZ2j.jpg,,in,,0,0,0,https://x.com/undefined/status/1882565246931603739,596453732.0,
1.88e+18,Wed Jan 22 23:58:39 +0000 2025,269,à¸¡à¸¸à¸¡à¸à¹à¸²à¸à¸à¹à¸²à¸à¸£à¸°à¸à¸²à¸ CHINESE NEW YEAR WITH REBECCA #KingPowerCNY2025xBecky #KingPowerChineseNewYear2025 #beckysangels https://t.co/7pTQN1snGy,1.88e+18,https://pbs.twimg.com/media/Gh75yBsboAEQsVt.jpg,,et,,0,1,278,https://x.com/undefined/status/1882216338338594917,1.47e+18,
1.88e+18,Thu Jan 23 09:18:36 +0000 2025,0,pegawai bea cukai dan kemenkeu semua rot in hell,1.88e+18,,,in,,0,0,0,https://x.com/undefined/status/1882357253556326456,8.65e+17,
1.88e+18,Sun Jan 26 04:55:15 +0000 2025,2,JASTIP UNBLOCK IMEI RESMI PERMANEN BEA CUKAI Fee?? DM atau https://t.co/KbjqubieFf 4 slot Device wajib dibawa. Flight 18-25 Feb Sby/jember bisa cod Bisa DP 50% sisanya pas cod atau sebelum barang dikirim ke kalian #wts #jastipimei #zonauang unblock iphone jasa titip,1.88e+18,,,in,,0,0,1,https://x.com/undefined/status/1883378143064654037,9.68e+17,
1.88e+18,Mon Jan 27 12:42:22 +0000 2025,0,Peristiwa Isra Mi'raj merupakan perjalanan suci bagi Rasulullah Muhammad SAW yang menjadi perjalanan bersejarah dan titik balik dari kebangkitan dakwah Rasullulah SAW. https://t.co/EQLUN6Kkb9,1.88e+18,https://pbs.twimg.com/media/GiTO8b7acAA5Y3d.jpg,,in,,0,1,0,https://x.com/undefined/status/1883858084923388317,531084384.0,
1.88e+18,Thu Jan 23 08:24:47 +0000 2025,4742,@DavidBeatt @beacukaiRI Jadi inget videonya si juragan pisang sm istrinya yg turun dri private jet sambil nenteng paperbag brand2 mewah lgsg turun di runway trus masuk ke mobil tanpa perlu lewat pemeriksaan bea cukai. Enak banget ya keluarganya pak de kit,1.88e+18,,DavidBeatt,in,,6,22,399,https://x.com/undefined/status/1882343712073847210,8.61e+17,
1.88e+18,Wed Jan 29 00:20:17 +0000 2025,2,Hi unblock imei open guys unblock 3 bulan regist bea cukai ready langsung chat ke WA ya #zonauangá á á  https://t.co/q1xJcqq7cE,1.88e+18,https://pbs.twimg.com/tweet_video_thumb/Gia4RSwaYAIts1V.jpg,,in,,0,11,0,https://x.com/undefined/status/1884396109214408862,1907033826.0,
1.88e+18,Wed Jan 29 06:56:01 +0000 2025,0,Selamat Tahun Baru Imlek 2025. Semoga di Tahun ini rejeki mengalir deras dan keberuntungan selalu menyertai kita. #BeaCukaiRI #BeaCukaiMakinBaik #SetiaBersamaBisa https://t.co/KKzaG8X1O6,1.88e+18,https://pbs.twimg.com/amplify_video_thumb/1884495629642317824/img/Qo-Vn6tsTalqtv6P.jpg,,in,,0,0,0,https://x.com/undefined/status/1884495698898608395,9.33e+17,
1.88e+18,Sun Jan 26 06:39:31 +0000 2025,1,Tanjungpinang (23/01) - Bea Cukai Tanjungpinang melaksanakan Apel dalam rangka memperingati Hari Pabean Internasional yang dihadiri seluruh pegawai. Selengkapnya --- https://t.co/EJjC0YiT8R,1.88e+18,https://pbs.twimg.com/media/GiMyMlRaQAAVE7T.jpg,,in,,0,1,0,https://x.com/undefined/status/1883404380977951038,2363849228.0,
1.88e+18,Thu Jan 23 05:04:28 +0000 2025,0, Sosialisasi dan Asistensi Aplikasi Sijagger Reborn Pada hari Rabu tanggal 22 Januari 2025 bertempat di Aula Lantai 3 Kantor Bea Cukai Tangerang telah dilaksanakan acara Sosialisasi Aplikasi Sijagger Reborn. https://t.co/KZ1TDlKfKZ,1.88e+18,https://pbs.twimg.com/media/Gh8_xkSbIAAs37H.jpg,,in,,0,1,0,https://x.com/undefined/status/1882293297601028454,329526270.0,
1.88e+18,Thu Jan 23 11:30:23 +0000 2025,0, Sosialisasi Identifikasi Keaslian Pita Cukai Tahun Anggaran 2025 Pada hari Kamis tanggal 23 Januari 2025 bertempat di Aula Lantai 3 Kantor Bea Cukai Tangerang telah dilaksanakan acara Sosialisasi Identifikasi Keaslian Pita Cukai Tahun Anggaran 2025. https://t.co/4sfTrtewHW,1.88e+18,https://pbs.twimg.com/media/Gh-YGshbAAAQn5R.jpg,,in,,0,1,0,https://x.com/undefined/status/1882390417741873198,329526270.0,
1.88e+18,Sat Jan 25 18:17:15 +0000 2025,0,hallo @bravobeacukai saya barusan di chat orang bea cukai apakah benar ini dari orang bea cukai? mohon petunjuknya https://t.co/ev3bEOtxeA,1.88e+18,https://pbs.twimg.com/media/GiKIaE7bYAATBCg.jpg,,in,,0,0,0,https://x.com/undefined/status/1883217585220767843,1.26e+18,
